,,,,
AREA_ID,AREA_NAME,PARENT_NAME,PARENT_PARENT_Name,AREA_Parent_PP_NAME
98237,Candag-on,BURAUEN,LEYTE,Candag-on_BURAUEN_LEYTE
98238,Cansiboy,BURAUEN,LEYTE,Cansiboy_BURAUEN_LEYTE
98239,Catagbacan,BURAUEN,LEYTE,Catagbacan_BURAUEN_LEYTE
98240,Poblacion District I,BURAUEN,LEYTE,Poblacion District I_BURAUEN_LEYTE
98241,Poblacion District II,BURAUEN,LEYTE,Poblacion District II_BURAUEN_LEYTE
98242,Poblacion District III,BURAUEN,LEYTE,Poblacion District III_BURAUEN_LEYTE
98243,Poblacion District IV,BURAUEN,LEYTE,Poblacion District IV_BURAUEN_LEYTE
98244,Poblacion District V,BURAUEN,LEYTE,Poblacion District V_BURAUEN_LEYTE
98245,Poblacion District VI,BURAUEN,LEYTE,Poblacion District VI_BURAUEN_LEYTE
98246,Poblacion District VII,BURAUEN,LEYTE,Poblacion District VII_BURAUEN_LEYTE
98247,Poblacion District VIII,BURAUEN,LEYTE,Poblacion District VIII_BURAUEN_LEYTE
98248,Poblacion District IX,BURAUEN,LEYTE,Poblacion District IX_BURAUEN_LEYTE
98249,Dumalag (Pusod),BURAUEN,LEYTE,Dumalag (Pusod)_BURAUEN_LEYTE
98250,Ilihan,BURAUEN,LEYTE,Ilihan_BURAUEN_LEYTE
98251,Esperanza,BURAUEN,LEYTE,Esperanza_BURAUEN_LEYTE
98252,Gitablan,BURAUEN,LEYTE,Gitablan_BURAUEN_LEYTE
98253,Hapunan,BURAUEN,LEYTE,Hapunan_BURAUEN_LEYTE
98254,Hibonawan,BURAUEN,LEYTE,Hibonawan_BURAUEN_LEYTE
98255,Hugpa East,BURAUEN,LEYTE,Hugpa East_BURAUEN_LEYTE
98256,Hugpa West,BURAUEN,LEYTE,Hugpa West_BURAUEN_LEYTE
98257,Kalao,BURAUEN,LEYTE,Kalao_BURAUEN_LEYTE
98258,Kaparasanan,BURAUEN,LEYTE,Kaparasanan_BURAUEN_LEYTE
98259,Laguiwan,BURAUEN,LEYTE,Laguiwan_BURAUEN_LEYTE
98260,Libas,BURAUEN,LEYTE,Libas_BURAUEN_LEYTE
98261,Limburan,BURAUEN,LEYTE,Limburan_BURAUEN_LEYTE
98262,Logsongan,BURAUEN,LEYTE,Logsongan_BURAUEN_LEYTE
98263,Maabab,BURAUEN,LEYTE,Maabab_BURAUEN_LEYTE
98264,Maghubas,BURAUEN,LEYTE,Maghubas_BURAUEN_LEYTE
98265,Mahagnao,BURAUEN,LEYTE,Mahagnao_BURAUEN_LEYTE
98266,Malabca,BURAUEN,LEYTE,Malabca_BURAUEN_LEYTE
98267,Malaguinabot,BURAUEN,LEYTE,Malaguinabot_BURAUEN_LEYTE
98268,Malaihao (San Ramon),BURAUEN,LEYTE,Malaihao (San Ramon)_BURAUEN_LEYTE
98269,Matin-ao,BURAUEN,LEYTE,Matin-ao_BURAUEN_LEYTE
98270,Moguing,BURAUEN,LEYTE,Moguing_BURAUEN_LEYTE
98271,Paghudlan,BURAUEN,LEYTE,Paghudlan_BURAUEN_LEYTE
98272,Paitan,BURAUEN,LEYTE,Paitan_BURAUEN_LEYTE
98273,Pangdan,BURAUEN,LEYTE,Pangdan_BURAUEN_LEYTE
98274,Patag,BURAUEN,LEYTE,Patag_BURAUEN_LEYTE
98275,Patong,BURAUEN,LEYTE,Patong_BURAUEN_LEYTE
98276,Pawa,BURAUEN,LEYTE,Pawa_BURAUEN_LEYTE
98277,Roxas,BURAUEN,LEYTE,Roxas_BURAUEN_LEYTE
98278,Sambel,BURAUEN,LEYTE,Sambel_BURAUEN_LEYTE
98279,San Esteban,BURAUEN,LEYTE,San Esteban_BURAUEN_LEYTE
98280,San Fernando,BURAUEN,LEYTE,San Fernando_BURAUEN_LEYTE
98281,San Jose East,BURAUEN,LEYTE,San Jose East_BURAUEN_LEYTE
98282,San Jose West,BURAUEN,LEYTE,San Jose West_BURAUEN_LEYTE
98283,San Pablo,BURAUEN,LEYTE,San Pablo_BURAUEN_LEYTE
98284,Tabuanon,BURAUEN,LEYTE,Tabuanon_BURAUEN_LEYTE
98285,Tagadtaran,BURAUEN,LEYTE,Tagadtaran_BURAUEN_LEYTE
98286,Taghuyan,BURAUEN,LEYTE,Taghuyan_BURAUEN_LEYTE
98287,Takin,BURAUEN,LEYTE,Takin_BURAUEN_LEYTE
98288,Tambis (Naboya),BURAUEN,LEYTE,Tambis (Naboya)_BURAUEN_LEYTE
98289,Toloyao,BURAUEN,LEYTE,Toloyao_BURAUEN_LEYTE
98290,Villa Aurora,BURAUEN,LEYTE,Villa Aurora_BURAUEN_LEYTE
98291,Villa Corazon,BURAUEN,LEYTE,Villa Corazon_BURAUEN_LEYTE
98292,Villa Patria,BURAUEN,LEYTE,Villa Patria_BURAUEN_LEYTE
98293,Villa Rosas (Cabang),BURAUEN,LEYTE,Villa Rosas (Cabang)_BURAUEN_LEYTE
98294,Kagbana,BURAUEN,LEYTE,Kagbana_BURAUEN_LEYTE
98295,Damulo-an,BURAUEN,LEYTE,Damulo-an_BURAUEN_LEYTE
98296,Dina-ayan,BURAUEN,LEYTE,Dina-ayan_BURAUEN_LEYTE
98297,Gamay,BURAUEN,LEYTE,Gamay_BURAUEN_LEYTE
98298,Kalipayan,BURAUEN,LEYTE,Kalipayan_BURAUEN_LEYTE
98299,Tambuko,BURAUEN,LEYTE,Tambuko_BURAUEN_LEYTE
98300,CALUBIAN,LEYTE,REGION VIII (EASTERN VISAYAS),CALUBIAN_LEYTE_REGION VIII (EASTERN VISAYAS)
98301,Abanilla,CALUBIAN,LEYTE,Abanilla_CALUBIAN_LEYTE
98302,Agas,CALUBIAN,LEYTE,Agas_CALUBIAN_LEYTE
98303,Anislagan,CALUBIAN,LEYTE,Anislagan_CALUBIAN_LEYTE
98304,Bunacan,CALUBIAN,LEYTE,Bunacan_CALUBIAN_LEYTE
98305,Cabalquinto,CALUBIAN,LEYTE,Cabalquinto_CALUBIAN_LEYTE
98306,Cabalhin,CALUBIAN,LEYTE,Cabalhin_CALUBIAN_LEYTE
98307,Cabradilla,CALUBIAN,LEYTE,Cabradilla_CALUBIAN_LEYTE
98308,Caneja,CALUBIAN,LEYTE,Caneja_CALUBIAN_LEYTE
98309,Cantonghao,CALUBIAN,LEYTE,Cantonghao_CALUBIAN_LEYTE
98310,Caroyocan,CALUBIAN,LEYTE,Caroyocan_CALUBIAN_LEYTE
98311,Poblacion II,CURRIMAO,ILOCOS NORTE,Poblacion II_CURRIMAO_ILOCOS NORTE
98312,Salugan,CURRIMAO,ILOCOS NORTE,Salugan_CURRIMAO_ILOCOS NORTE
98313,San Simeon,CURRIMAO,ILOCOS NORTE,San Simeon_CURRIMAO_ILOCOS NORTE
98314,Santa Cruz,CURRIMAO,ILOCOS NORTE,Santa Cruz_CURRIMAO_ILOCOS NORTE
98315,Casiongan,CALUBIAN,LEYTE,Casiongan_CALUBIAN_LEYTE
98316,Cristina,CALUBIAN,LEYTE,Cristina_CALUBIAN_LEYTE
98317,Dalumpines,CALUBIAN,LEYTE,Dalumpines_CALUBIAN_LEYTE
98318,Don Luis,CALUBIAN,LEYTE,Don Luis_CALUBIAN_LEYTE
98319,Dulao,CALUBIAN,LEYTE,Dulao_CALUBIAN_LEYTE
98320,Efe,CALUBIAN,LEYTE,Efe_CALUBIAN_LEYTE
98321,Tapao-Tigue,CURRIMAO,ILOCOS NORTE,Tapao-Tigue_CURRIMAO_ILOCOS NORTE
98322,Torre,CURRIMAO,ILOCOS NORTE,Torre_CURRIMAO_ILOCOS NORTE
98323,Victoria,CURRIMAO,ILOCOS NORTE,Victoria_CURRIMAO_ILOCOS NORTE
98324,DINGRAS,ILOCOS NORTE,REGION I (ILOCOS REGION),DINGRAS_ILOCOS NORTE_REGION I (ILOCOS REGION)
98325,Albano (Pob.),DINGRAS,ILOCOS NORTE,Albano (Pob.)_DINGRAS_ILOCOS NORTE
98326,Bacsil,DINGRAS,ILOCOS NORTE,Bacsil_DINGRAS_ILOCOS NORTE
98327,Bagut,DINGRAS,ILOCOS NORTE,Bagut_DINGRAS_ILOCOS NORTE
98328,Parado (Bangay),DINGRAS,ILOCOS NORTE,Parado (Bangay)_DINGRAS_ILOCOS NORTE
98329,Enage,CALUBIAN,LEYTE,Enage_CALUBIAN_LEYTE
98330,Espinosa,CALUBIAN,LEYTE,Espinosa_CALUBIAN_LEYTE
98331,Garganera,CALUBIAN,LEYTE,Garganera_CALUBIAN_LEYTE
98332,Ferdinand E. Marcos,CALUBIAN,LEYTE,Ferdinand E. Marcos_CALUBIAN_LEYTE
98333,Garrido,CALUBIAN,LEYTE,Garrido_CALUBIAN_LEYTE
98334,Guadalupe (Guadalupe Mendoza),CALUBIAN,LEYTE,Guadalupe (Guadalupe Mendoza)_CALUBIAN_LEYTE
98335,Gutosan,CALUBIAN,LEYTE,Gutosan_CALUBIAN_LEYTE
98336,Igang,CALUBIAN,LEYTE,Igang_CALUBIAN_LEYTE
98337,San Fernando (Nouvelas Oriental),BASEY,SAMAR (WESTERN SAMAR),San Fernando (Nouvelas Oriental)_BASEY_SAMAR (WESTERN SAMAR)
98338,Old San Agustin,BASEY,SAMAR (WESTERN SAMAR),Old San Agustin_BASEY_SAMAR (WESTERN SAMAR)
98339,Baresbes,DINGRAS,ILOCOS NORTE,Baresbes_DINGRAS_ILOCOS NORTE
98340,Barong,DINGRAS,ILOCOS NORTE,Barong_DINGRAS_ILOCOS NORTE
98341,Bungcag,DINGRAS,ILOCOS NORTE,Bungcag_DINGRAS_ILOCOS NORTE
98342,Cali,DINGRAS,ILOCOS NORTE,Cali_DINGRAS_ILOCOS NORTE
98343,Capasan,DINGRAS,ILOCOS NORTE,Capasan_DINGRAS_ILOCOS NORTE
98344,Dancel (Pob.),DINGRAS,ILOCOS NORTE,Dancel (Pob.)_DINGRAS_ILOCOS NORTE
98345,Foz,DINGRAS,ILOCOS NORTE,Foz_DINGRAS_ILOCOS NORTE
98346,Guerrero (Pob.),DINGRAS,ILOCOS NORTE,Guerrero (Pob.)_DINGRAS_ILOCOS NORTE
98347,Lanas,DINGRAS,ILOCOS NORTE,Lanas_DINGRAS_ILOCOS NORTE
98348,Lumbad,DINGRAS,ILOCOS NORTE,Lumbad_DINGRAS_ILOCOS NORTE
98349,Madamba (Pob.),DINGRAS,ILOCOS NORTE,Madamba (Pob.)_DINGRAS_ILOCOS NORTE
98350,Mandaloque,DINGRAS,ILOCOS NORTE,Mandaloque_DINGRAS_ILOCOS NORTE
98351,Panugmonon,BASEY,SAMAR (WESTERN SAMAR),Panugmonon_BASEY_SAMAR (WESTERN SAMAR)
98352,Pelit,BASEY,SAMAR (WESTERN SAMAR),Pelit_BASEY_SAMAR (WESTERN SAMAR)
98353,Baybay (Pob.),BASEY,SAMAR (WESTERN SAMAR),Baybay (Pob.)_BASEY_SAMAR (WESTERN SAMAR)
98354,Buscada (Pob.),BASEY,SAMAR (WESTERN SAMAR),Buscada (Pob.)_BASEY_SAMAR (WESTERN SAMAR)
98355,Lawa-an (Pob.),BASEY,SAMAR (WESTERN SAMAR),Lawa-an (Pob.)_BASEY_SAMAR (WESTERN SAMAR)
98356,Loyo (Pob.),BASEY,SAMAR (WESTERN SAMAR),Loyo (Pob.)_BASEY_SAMAR (WESTERN SAMAR)
98357,Mercado (Pob.),BASEY,SAMAR (WESTERN SAMAR),Mercado (Pob.)_BASEY_SAMAR (WESTERN SAMAR)
98358,Palaypay (Pob.),BASEY,SAMAR (WESTERN SAMAR),Palaypay (Pob.)_BASEY_SAMAR (WESTERN SAMAR)
98359,Sulod (Pob.),BASEY,SAMAR (WESTERN SAMAR),Sulod (Pob.)_BASEY_SAMAR (WESTERN SAMAR)
98360,Roxas,BASEY,SAMAR (WESTERN SAMAR),Roxas_BASEY_SAMAR (WESTERN SAMAR)
98361,Medina,DINGRAS,ILOCOS NORTE,Medina_DINGRAS_ILOCOS NORTE
98362,Ver (Naglayaan),DINGRAS,ILOCOS NORTE,Ver (Naglayaan)_DINGRAS_ILOCOS NORTE
98363,San Marcelino (Padong),DINGRAS,ILOCOS NORTE,San Marcelino (Padong)_DINGRAS_ILOCOS NORTE
98364,Puruganan (Pob.),DINGRAS,ILOCOS NORTE,Puruganan (Pob.)_DINGRAS_ILOCOS NORTE
98365,Peralta (Pob.),DINGRAS,ILOCOS NORTE,Peralta (Pob.)_DINGRAS_ILOCOS NORTE
98366,Root (Baldias),DINGRAS,ILOCOS NORTE,Root (Baldias)_DINGRAS_ILOCOS NORTE
98367,Sagpatan,DINGRAS,ILOCOS NORTE,Sagpatan_DINGRAS_ILOCOS NORTE
98368,Saludares,DINGRAS,ILOCOS NORTE,Saludares_DINGRAS_ILOCOS NORTE
98369,San Esteban,DINGRAS,ILOCOS NORTE,San Esteban_DINGRAS_ILOCOS NORTE
98370,Espiritu,DINGRAS,ILOCOS NORTE,Espiritu_DINGRAS_ILOCOS NORTE
98371,Salvacion,BASEY,SAMAR (WESTERN SAMAR),Salvacion_BASEY_SAMAR (WESTERN SAMAR)
98372,San Antonio,BASEY,SAMAR (WESTERN SAMAR),San Antonio_BASEY_SAMAR (WESTERN SAMAR)
98373,Sawa,BASEY,SAMAR (WESTERN SAMAR),Sawa_BASEY_SAMAR (WESTERN SAMAR)
98374,Serum,BASEY,SAMAR (WESTERN SAMAR),Serum_BASEY_SAMAR (WESTERN SAMAR)
98375,Sugca,BASEY,SAMAR (WESTERN SAMAR),Sugca_BASEY_SAMAR (WESTERN SAMAR)
98376,Sugponon,BASEY,SAMAR (WESTERN SAMAR),Sugponon_BASEY_SAMAR (WESTERN SAMAR)
98377,Tinaogan,BASEY,SAMAR (WESTERN SAMAR),Tinaogan_BASEY_SAMAR (WESTERN SAMAR)
98378,Tingib,BASEY,SAMAR (WESTERN SAMAR),Tingib_BASEY_SAMAR (WESTERN SAMAR)
98379,Villa Aurora,BASEY,SAMAR (WESTERN SAMAR),Villa Aurora_BASEY_SAMAR (WESTERN SAMAR)
98380,Binongtu-an,BASEY,SAMAR (WESTERN SAMAR),Binongtu-an_BASEY_SAMAR (WESTERN SAMAR)
98381,Sulquiano (Sidiran),DINGRAS,ILOCOS NORTE,Sulquiano (Sidiran)_DINGRAS_ILOCOS NORTE
98382,San Francisco (Surrate),DINGRAS,ILOCOS NORTE,San Francisco (Surrate)_DINGRAS_ILOCOS NORTE
98383,Suyo,DINGRAS,ILOCOS NORTE,Suyo_DINGRAS_ILOCOS NORTE
98384,San Marcos,DINGRAS,ILOCOS NORTE,San Marcos_DINGRAS_ILOCOS NORTE
98385,Elizabeth,DINGRAS,ILOCOS NORTE,Elizabeth_DINGRAS_ILOCOS NORTE
98386,DUMALNEG,ILOCOS NORTE,REGION I (ILOCOS REGION),DUMALNEG_ILOCOS NORTE_REGION I (ILOCOS REGION)
98387,Cabaritan (Dumalneg),DUMALNEG,ILOCOS NORTE,Cabaritan (Dumalneg)_DUMALNEG_ILOCOS NORTE
98388,San Isidro,DUMALNEG,ILOCOS NORTE,San Isidro_DUMALNEG_ILOCOS NORTE
98389,Kalaw (Dumalneg),DUMALNEG,ILOCOS NORTE,Kalaw (Dumalneg)_DUMALNEG_ILOCOS NORTE
98390,Quibel (Dumalneg),DUMALNEG,ILOCOS NORTE,Quibel (Dumalneg)_DUMALNEG_ILOCOS NORTE
98391,Bulao,BASEY,SAMAR (WESTERN SAMAR),Bulao_BASEY_SAMAR (WESTERN SAMAR)
98392,CITY OF CALBAYOG,SAMAR (WESTERN SAMAR),REGION VIII (EASTERN VISAYAS),CITY OF CALBAYOG_SAMAR (WESTERN SAMAR)_REGION VIII (EASTERN VISAYAS)
98393,Jose A. Roño,CITY OF CALBAYOG,SAMAR (WESTERN SAMAR),Jose A. Roño_CITY OF CALBAYOG_SAMAR (WESTERN SAMAR)
98394,Acedillo,CITY OF CALBAYOG,SAMAR (WESTERN SAMAR),Acedillo_CITY OF CALBAYOG_SAMAR (WESTERN SAMAR)
98395,Alibaba,CITY OF CALBAYOG,SAMAR (WESTERN SAMAR),Alibaba_CITY OF CALBAYOG_SAMAR (WESTERN SAMAR)
98396,Amampacang,CITY OF CALBAYOG,SAMAR (WESTERN SAMAR),Amampacang_CITY OF CALBAYOG_SAMAR (WESTERN SAMAR)
98397,Anislag,CITY OF CALBAYOG,SAMAR (WESTERN SAMAR),Anislag_CITY OF CALBAYOG_SAMAR (WESTERN SAMAR)
98398,Ba-ay,CITY OF CALBAYOG,SAMAR (WESTERN SAMAR),Ba-ay_CITY OF CALBAYOG_SAMAR (WESTERN SAMAR)
98399,Bagacay,CITY OF CALBAYOG,SAMAR (WESTERN SAMAR),Bagacay_CITY OF CALBAYOG_SAMAR (WESTERN SAMAR)
98400,Baja,CITY OF CALBAYOG,SAMAR (WESTERN SAMAR),Baja_CITY OF CALBAYOG_SAMAR (WESTERN SAMAR)
98401,BANNA (ESPIRITU),ILOCOS NORTE,REGION I (ILOCOS REGION),BANNA (ESPIRITU)_ILOCOS NORTE_REGION I (ILOCOS REGION)
98402,Balioeg,BANNA (ESPIRITU),ILOCOS NORTE,Balioeg_BANNA (ESPIRITU)_ILOCOS NORTE
98403,Bangsar,BANNA (ESPIRITU),ILOCOS NORTE,Bangsar_BANNA (ESPIRITU)_ILOCOS NORTE
98404,Barbarangay,BANNA (ESPIRITU),ILOCOS NORTE,Barbarangay_BANNA (ESPIRITU)_ILOCOS NORTE
98405,Bomitog,BANNA (ESPIRITU),ILOCOS NORTE,Bomitog_BANNA (ESPIRITU)_ILOCOS NORTE
98406,Bugasi,BANNA (ESPIRITU),ILOCOS NORTE,Bugasi_BANNA (ESPIRITU)_ILOCOS NORTE
98407,Caestebanan,BANNA (ESPIRITU),ILOCOS NORTE,Caestebanan_BANNA (ESPIRITU)_ILOCOS NORTE
98408,Caribquib,BANNA (ESPIRITU),ILOCOS NORTE,Caribquib_BANNA (ESPIRITU)_ILOCOS NORTE
98409,Catagtaguen,BANNA (ESPIRITU),ILOCOS NORTE,Catagtaguen_BANNA (ESPIRITU)_ILOCOS NORTE
98410,Crispina,BANNA (ESPIRITU),ILOCOS NORTE,Crispina_BANNA (ESPIRITU)_ILOCOS NORTE
98411,Balud (Pob.),CITY OF CALBAYOG,SAMAR (WESTERN SAMAR),Balud (Pob.)_CITY OF CALBAYOG_SAMAR (WESTERN SAMAR)
98412,Bante,CITY OF CALBAYOG,SAMAR (WESTERN SAMAR),Bante_CITY OF CALBAYOG_SAMAR (WESTERN SAMAR)
98413,Bantian,CITY OF CALBAYOG,SAMAR (WESTERN SAMAR),Bantian_CITY OF CALBAYOG_SAMAR (WESTERN SAMAR)
98414,Basud,CITY OF CALBAYOG,SAMAR (WESTERN SAMAR),Basud_CITY OF CALBAYOG_SAMAR (WESTERN SAMAR)
98415,Bayo,CITY OF CALBAYOG,SAMAR (WESTERN SAMAR),Bayo_CITY OF CALBAYOG_SAMAR (WESTERN SAMAR)
98416,Begaho,CITY OF CALBAYOG,SAMAR (WESTERN SAMAR),Begaho_CITY OF CALBAYOG_SAMAR (WESTERN SAMAR)
98417,Binaliw,CITY OF CALBAYOG,SAMAR (WESTERN SAMAR),Binaliw_CITY OF CALBAYOG_SAMAR (WESTERN SAMAR)
98418,Bugtong,CITY OF CALBAYOG,SAMAR (WESTERN SAMAR),Bugtong_CITY OF CALBAYOG_SAMAR (WESTERN SAMAR)
98419,Buenavista,CITY OF CALBAYOG,SAMAR (WESTERN SAMAR),Buenavista_CITY OF CALBAYOG_SAMAR (WESTERN SAMAR)
98420,Cabacungan,CITY OF CALBAYOG,SAMAR (WESTERN SAMAR),Cabacungan_CITY OF CALBAYOG_SAMAR (WESTERN SAMAR)
98421,Hilario (Pob.),BANNA (ESPIRITU),ILOCOS NORTE,Hilario (Pob.)_BANNA (ESPIRITU)_ILOCOS NORTE
98422,Imelda,BANNA (ESPIRITU),ILOCOS NORTE,Imelda_BANNA (ESPIRITU)_ILOCOS NORTE
98423,Lorenzo (Pob.),BANNA (ESPIRITU),ILOCOS NORTE,Lorenzo (Pob.)_BANNA (ESPIRITU)_ILOCOS NORTE
98424,Macayepyep,BANNA (ESPIRITU),ILOCOS NORTE,Macayepyep_BANNA (ESPIRITU)_ILOCOS NORTE
98425,Marcos (Pob.),BANNA (ESPIRITU),ILOCOS NORTE,Marcos (Pob.)_BANNA (ESPIRITU)_ILOCOS NORTE
98426,Nagpatayan,BANNA (ESPIRITU),ILOCOS NORTE,Nagpatayan_BANNA (ESPIRITU)_ILOCOS NORTE
98427,Valdez,BANNA (ESPIRITU),ILOCOS NORTE,Valdez_BANNA (ESPIRITU)_ILOCOS NORTE
98428,Sinamar,BANNA (ESPIRITU),ILOCOS NORTE,Sinamar_BANNA (ESPIRITU)_ILOCOS NORTE
98429,Tabtabagan,BANNA (ESPIRITU),ILOCOS NORTE,Tabtabagan_BANNA (ESPIRITU)_ILOCOS NORTE
98430,Valenciano (Pob.),BANNA (ESPIRITU),ILOCOS NORTE,Valenciano (Pob.)_BANNA (ESPIRITU)_ILOCOS NORTE
98431,Cabatuan,CITY OF CALBAYOG,SAMAR (WESTERN SAMAR),Cabatuan_CITY OF CALBAYOG_SAMAR (WESTERN SAMAR)
98432,Cabicahan,CITY OF CALBAYOG,SAMAR (WESTERN SAMAR),Cabicahan_CITY OF CALBAYOG_SAMAR (WESTERN SAMAR)
98433,Cabugawan,CITY OF CALBAYOG,SAMAR (WESTERN SAMAR),Cabugawan_CITY OF CALBAYOG_SAMAR (WESTERN SAMAR)
98434,Cacaransan,CITY OF CALBAYOG,SAMAR (WESTERN SAMAR),Cacaransan_CITY OF CALBAYOG_SAMAR (WESTERN SAMAR)
98435,Cag-olango,CITY OF CALBAYOG,SAMAR (WESTERN SAMAR),Cag-olango_CITY OF CALBAYOG_SAMAR (WESTERN SAMAR)
98436,Cag-anahaw,CITY OF CALBAYOG,SAMAR (WESTERN SAMAR),Cag-anahaw_CITY OF CALBAYOG_SAMAR (WESTERN SAMAR)
98437,Cagbanayacao,CITY OF CALBAYOG,SAMAR (WESTERN SAMAR),Cagbanayacao_CITY OF CALBAYOG_SAMAR (WESTERN SAMAR)
98438,Cagbayang,CITY OF CALBAYOG,SAMAR (WESTERN SAMAR),Cagbayang_CITY OF CALBAYOG_SAMAR (WESTERN SAMAR)
98439,Cagbilwang,CITY OF CALBAYOG,SAMAR (WESTERN SAMAR),Cagbilwang_CITY OF CALBAYOG_SAMAR (WESTERN SAMAR)
98440,Cagboborac,CITY OF CALBAYOG,SAMAR (WESTERN SAMAR),Cagboborac_CITY OF CALBAYOG_SAMAR (WESTERN SAMAR)
98441,Binacag,BANNA (ESPIRITU),ILOCOS NORTE,Binacag_BANNA (ESPIRITU)_ILOCOS NORTE
98442,CITY OF LAOAG (Capital),ILOCOS NORTE,REGION I (ILOCOS REGION),CITY OF LAOAG (Capital)_ILOCOS NORTE_REGION I (ILOCOS REGION)
98443,"Bgy. No. 42, Apaya",CITY OF LAOAG (Capital),ILOCOS NORTE,"Bgy. No. 42, Apaya_CITY OF LAOAG (Capital)_ILOCOS NORTE"
98444,"Bgy. No. 36, Araniw",CITY OF LAOAG (Capital),ILOCOS NORTE,"Bgy. No. 36, Araniw_CITY OF LAOAG (Capital)_ILOCOS NORTE"
98445,"Bgy. No. 56-A, Bacsil North",CITY OF LAOAG (Capital),ILOCOS NORTE,"Bgy. No. 56-A, Bacsil North_CITY OF LAOAG (Capital)_ILOCOS NORTE"
98446,"Bgy. No. 56-B, Bacsil South",CITY OF LAOAG (Capital),ILOCOS NORTE,"Bgy. No. 56-B, Bacsil South_CITY OF LAOAG (Capital)_ILOCOS NORTE"
98447,"Bgy. No. 41, Balacad",CITY OF LAOAG (Capital),ILOCOS NORTE,"Bgy. No. 41, Balacad_CITY OF LAOAG (Capital)_ILOCOS NORTE"
98448,"Bgy. No. 40, Balatong",CITY OF LAOAG (Capital),ILOCOS NORTE,"Bgy. No. 40, Balatong_CITY OF LAOAG (Capital)_ILOCOS NORTE"
98449,"Bgy. No. 55-A, Barit-Pandan",CITY OF LAOAG (Capital),ILOCOS NORTE,"Bgy. No. 55-A, Barit-Pandan_CITY OF LAOAG (Capital)_ILOCOS NORTE"
98450,"Bgy. No. 47, Bengcag",CITY OF LAOAG (Capital),ILOCOS NORTE,"Bgy. No. 47, Bengcag_CITY OF LAOAG (Capital)_ILOCOS NORTE"
98451,Caglanipao Sur,CITY OF CALBAYOG,SAMAR (WESTERN SAMAR),Caglanipao Sur_CITY OF CALBAYOG_SAMAR (WESTERN SAMAR)
98452,Cagmanipes Norte,CITY OF CALBAYOG,SAMAR (WESTERN SAMAR),Cagmanipes Norte_CITY OF CALBAYOG_SAMAR (WESTERN SAMAR)
98453,Cag-anibong,CITY OF CALBAYOG,SAMAR (WESTERN SAMAR),Cag-anibong_CITY OF CALBAYOG_SAMAR (WESTERN SAMAR)
98454,Cagnipa,CITY OF CALBAYOG,SAMAR (WESTERN SAMAR),Cagnipa_CITY OF CALBAYOG_SAMAR (WESTERN SAMAR)
98455,Cagsalaosao,CITY OF CALBAYOG,SAMAR (WESTERN SAMAR),Cagsalaosao_CITY OF CALBAYOG_SAMAR (WESTERN SAMAR)
98456,Cahumpan,CITY OF CALBAYOG,SAMAR (WESTERN SAMAR),Cahumpan_CITY OF CALBAYOG_SAMAR (WESTERN SAMAR)
98457,Calocnayan,CITY OF CALBAYOG,SAMAR (WESTERN SAMAR),Calocnayan_CITY OF CALBAYOG_SAMAR (WESTERN SAMAR)
98458,Cangomaod,CITY OF CALBAYOG,SAMAR (WESTERN SAMAR),Cangomaod_CITY OF CALBAYOG_SAMAR (WESTERN SAMAR)
98459,Canhumadac,CITY OF CALBAYOG,SAMAR (WESTERN SAMAR),Canhumadac_CITY OF CALBAYOG_SAMAR (WESTERN SAMAR)
98460,Capacuhan,CITY OF CALBAYOG,SAMAR (WESTERN SAMAR),Capacuhan_CITY OF CALBAYOG_SAMAR (WESTERN SAMAR)
98461,Capoocan,CITY OF CALBAYOG,SAMAR (WESTERN SAMAR),Capoocan_CITY OF CALBAYOG_SAMAR (WESTERN SAMAR)
98462,Carayman,CITY OF CALBAYOG,SAMAR (WESTERN SAMAR),Carayman_CITY OF CALBAYOG_SAMAR (WESTERN SAMAR)
98463,Catabunan,CITY OF CALBAYOG,SAMAR (WESTERN SAMAR),Catabunan_CITY OF CALBAYOG_SAMAR (WESTERN SAMAR)
98464,Caybago,CITY OF CALBAYOG,SAMAR (WESTERN SAMAR),Caybago_CITY OF CALBAYOG_SAMAR (WESTERN SAMAR)
98465,Central (Pob.),CITY OF CALBAYOG,SAMAR (WESTERN SAMAR),Central (Pob.)_CITY OF CALBAYOG_SAMAR (WESTERN SAMAR)
98466,Cogon,CITY OF CALBAYOG,SAMAR (WESTERN SAMAR),Cogon_CITY OF CALBAYOG_SAMAR (WESTERN SAMAR)
98467,Dagum,CITY OF CALBAYOG,SAMAR (WESTERN SAMAR),Dagum_CITY OF CALBAYOG_SAMAR (WESTERN SAMAR)
98468,Dawo,CITY OF CALBAYOG,SAMAR (WESTERN SAMAR),Dawo_CITY OF CALBAYOG_SAMAR (WESTERN SAMAR)
98469,De Victoria,CITY OF CALBAYOG,SAMAR (WESTERN SAMAR),De Victoria_CITY OF CALBAYOG_SAMAR (WESTERN SAMAR)
98470,Dinabongan,CITY OF CALBAYOG,SAMAR (WESTERN SAMAR),Dinabongan_CITY OF CALBAYOG_SAMAR (WESTERN SAMAR)
98471,"Bgy. No. 50, Buttong",CITY OF LAOAG (Capital),ILOCOS NORTE,"Bgy. No. 50, Buttong_CITY OF LAOAG (Capital)_ILOCOS NORTE"
